Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Georges Tanney,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Georges Tanney,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Georges Tanney,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Georges Tanney,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Nils Hald,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",No medal
Nils Hald,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",No medal
Clifford Hall,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Clifford Hall,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Carl Hallsthammar,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Carl Hallsthammar,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Carl Hallsthammar,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
John Hanlon,M,Ireland,IRL,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
John Hanlon,M,Ireland,IRL,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Ernst Hansen,M,Denmark,DEN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Ernst Hansen,M,Denmark,DEN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Harald Hansen,M,Denmark,DEN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Harald Hansen,M,Denmark,DEN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Harald Hansen,M,Denmark,DEN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Harald Hansen,M,Denmark,DEN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Harald Hansen,M,Denmark,DEN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Harald Hansen,M,Denmark,DEN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Harald Hansen,M,Denmark,DEN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Andrew Hansson,M,Sweden,SWE,1908,London,Cycling,Cycling Men's Sprint,No medal
Andrew Hansson,M,Sweden,SWE,1908,London,Cycling,Cycling Men's Sprint,No medal
George Hart,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
George Hart,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Erika Hartig,F,South Africa,RSA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Erika Hartig,F,South Africa,RSA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Tadao Harumura,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Tadao Harumura,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Yoshioki Hasegawa,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Yoshioki Hasegawa,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Yoshioki Hasegawa,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Louis Hechenbleikner,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Louis Hechenbleikner,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Louis Hechenbleikner,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Louis Hechenbleikner,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Louis Hechenbleikner,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Friedrich Heinsheimer,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal
Friedrich Heinsheimer,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal
Samuel Henchoz,M,Switzerland,SUI,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Samuel Henchoz,M,Switzerland,SUI,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Gerhard Henning,M,Denmark,DEN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Gerhard Henning,M,Denmark,DEN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Gerhard Henning,M,Denmark,DEN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Mara Margalot,F,Argentina,ARG,2000,Sydney,Hockey,Hockey Women's Hockey,Silver
Mara Margalot,F,Argentina,ARG,2004,Athina,Hockey,Hockey Women's Hockey,Bronze
Mara Margalot,F,Argentina,ARG,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze
Hervier,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Hervier,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Hervier,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Hervier,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Hervier,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Alfred Hierl,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Alfred Hierl,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Alfred Hierl,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Reginald Higgins,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Reginald Higgins,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Reginald Higgins,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Reginald Higgins,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Jitsuzo Hinago,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Jitsuzo Hinago,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Francis Hodge,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Francis Hodge,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Francis Hodge,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Ludwig Hofmann,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Ludwig Hofmann,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Ludwig Hofmann,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Ludwig Hofmann,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Ludwig Hofmann,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Wastimil (hofmann-),M,Poland,POL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Wastimil (hofmann-),M,Poland,POL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Ludwig Hohlwein,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Ludwig Hohlwein,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Ludwig Hohlwein,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Ludwig Hohlwein,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Ludwig Hohlwein,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Ludwig Hohlwein,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Ludwig Hohlwein,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Holabird Roche,M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Holabird Roche,M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Holabird Roche,M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Holabird Roche,M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Wilhelm Hlter,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Wilhelm Hlter,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Emil Hoppe,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Emil Hoppe,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Emil Hoppe,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Emil Hoppe,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Emil Hoppe,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Emil Hoppe,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Emil Hoppe,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Emil Hoppe,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Emil Hoppe,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Emil Hoppe,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Cecil Howard,M,United States,USA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Cecil Howard,M,United States,USA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Cecil Howard,M,United States,USA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Cecil Howard,M,United States,USA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Felicie -downs),F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Felicie -downs),F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Christiaan Huidekooper,M,Netherlands,NED,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Christiaan Huidekooper,M,Netherlands,NED,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Carl Hullgren,M,Sweden,SWE,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Carl Hullgren,M,Sweden,SWE,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Carl Hullgren,M,Sweden,SWE,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
James Hume,M,Johan,GBR,1948,London,Sailing,Sailing Mixed 6 metres,No medal
James Hume,M,Johan,GBR,1948,London,Sailing,Sailing Mixed 6 metres,No medal
Enayat Ibrahim,M,Egypt,EGY,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Enayat Ibrahim,M,Egypt,EGY,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Enayat Ibrahim,M,Egypt,EGY,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Yuhachi Ikeda,M,Japan,JPN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Yuhachi Ikeda,M,Japan,JPN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Yuhachi Ikeda,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Yuhachi Ikeda,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Kathleen (robinson-),F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Kathleen (robinson-),F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Tsuruzo Ishii,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Tsuruzo Ishii,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Junichiro Ishikawa,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Junichiro Ishikawa,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Isaac Israls,M,Netherlands,NED,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Isaac Israls,M,Netherlands,NED,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Isaac Israls,M,Netherlands,NED,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Isaac Israls,M,Netherlands,NED,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Isaac Israls,M,Netherlands,NED,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Isaac Israls,M,Netherlands,NED,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Isaac Israls,M,Netherlands,NED,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Isaac Israls,M,Netherlands,NED,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Isaac Israls,M,Netherlands,NED,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Shigenobu Ito,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Shigenobu Ito,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Jean Jacoby,M,Luxembourg,LUX,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Jean Jacoby,M,Luxembourg,LUX,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Jean Jacoby,M,Luxembourg,LUX,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Jean Jacoby,M,Luxembourg,LUX,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Jean Jacoby,M,Luxembourg,LUX,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Jean Jacoby,M,Luxembourg,LUX,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
